HURID,NAME,YEAR,MONTH,DAY,HOURS,RECID,StatusOfSys,LAT,LOG,MaxWind,MinPress,34KTWindNE,34KTWindSE,34KTWindSW,34KTWindNW,50KTWindNE,50KTWindSE,50KTWindSW,50KTWindNW,64KTWindNE,64KTWindSE,64KTWindSW,64KTWindNW
AL142005,MARIA,2005,9,8,600,,HU,37.9,-49,65,985,175,200,175,175,100,120,100,100,45,75,60,60
AL142005,MARIA,2005,9,8,1200,,HU,38.7,-48,65,985,200,225,175,175,100,120,100,90,0,75,0,0
AL142005,MARIA,2005,9,8,1800,,HU,39.1,-47.2,65,985,200,225,175,175,100,120,100,90,0,75,0,0
AL142005,MARIA,2005,9,9,0,,TS,39.4,-46.4,60,987,200,225,175,175,100,120,100,90,0,0,0,0
AL142005,MARIA,2005,9,9,600,,TS,39.8,-44.9,55,987,175,225,175,150,100,120,120,90,0,0,0,0
AL142005,MARIA,2005,9,9,1200,,TS,40.4,-43.4,55,988,150,200,200,100,75,120,120,45,0,0,0,0
AL142005,MARIA,2005,9,9,1800,,TS,41.1,-42.1,50,988,150,200,200,100,75,120,120,45,0,0,0,0
AL142005,MARIA,2005,9,10,0,,TS,41.9,-40.6,50,988,150,200,200,100,75,120,120,45,0,0,0,0
AL142005,MARIA,2005,9,10,600,,TS,42.9,-39.2,50,988,150,200,200,150,75,120,120,75,0,0,0,0
AL142005,MARIA,2005,9,10,1200,,EX,44.5,-37.7,50,980,200,300,200,180,150,200,150,120,0,0,0,0
AL142005,MARIA,2005,9,10,1800,,EX,46,-36.3,55,975,300,300,250,200,200,200,180,150,0,0,0,0
AL142005,MARIA,2005,9,11,0,,EX,48,-35,60,975,300,300,250,200,200,200,180,150,0,0,0,0
AL142005,MARIA,2005,9,11,600,,EX,50,-34,60,974,300,350,250,200,200,250,180,150,0,0,0,0
AL142005,MARIA,2005,9,11,1200,,EX,52,-32.9,65,971,300,400,250,200,200,300,150,120,180,250,0,0
AL142005,MARIA,2005,9,11,1800,,EX,54,-32,65,968,300,400,250,200,200,300,150,120,180,250,0,0
AL142005,MARIA,2005,9,12,0,,EX,55.5,-31,65,962,300,400,250,200,200,300,150,120,180,250,0,0
AL142005,MARIA,2005,9,12,600,,EX,57,-29,65,967,300,400,250,200,200,300,150,120,180,250,0,0
AL142005,MARIA,2005,9,12,1200,,EX,58.5,-26,65,970,300,400,250,200,200,300,150,120,180,250,0,0
AL142005,MARIA,2005,9,12,1800,,EX,61,-23,60,972,300,350,250,200,200,250,150,120,0,0,0,0
AL142005,MARIA,2005,9,13,0,,EX,62,-21,55,974,300,300,250,200,200,200,150,120,0,0,0,0
AL142005,MARIA,2005,9,13,600,,EX,62.9,-19,50,976,300,300,250,200,200,200,150,120,0,0,0,0
AL142005,MARIA,2005,9,13,1200,,EX,63.5,-16,45,980,300,300,300,200,0,0,0,0,0,0,0,0
AL142005,MARIA,2005,9,13,1800,,EX,63,-10,45,983,300,300,400,200,0,0,0,0,0,0,0,0
AL142005,MARIA,2005,9,14,0,,EX,63,0,45,984,300,300,500,200,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,5,1800,,TD,28.4,-67,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,6,0,,TS,28.4,-66.6,35,1005,40,40,40,40,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,6,600,,TS,28.5,-66.5,40,1002,40,40,40,40,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,6,1200,,TS,28.5,-66.5,50,1000,40,40,40,40,25,25,25,25,0,0,0,0
AL152005,NATE,2005,9,6,1800,,TS,28.6,-66.4,50,997,60,60,40,60,30,30,20,30,0,0,0,0
AL152005,NATE,2005,9,7,0,,TS,28.7,-66.3,55,994,80,60,40,60,40,30,20,30,0,0,0,0
AL152005,NATE,2005,9,7,600,,TS,28.7,-66.3,60,990,80,60,40,60,40,30,20,30,0,0,0,0
AL152005,NATE,2005,9,7,1200,,HU,28.9,-66.2,65,987,100,100,60,80,40,40,30,40,20,20,0,20
AL152005,NATE,2005,9,7,1800,,HU,29.3,-66,70,985,100,100,60,80,40,40,30,40,20,20,20,20
AL152005,NATE,2005,9,8,0,,HU,29.6,-65.7,75,984,100,100,60,80,40,40,30,40,20,20,20,20
AL152005,NATE,2005,9,8,600,,HU,30,-65,75,982,100,100,60,80,40,40,30,40,20,20,20,20
AL152005,NATE,2005,9,8,1200,,HU,30.5,-63.8,75,982,120,120,60,60,40,40,40,40,20,20,20,20
AL152005,NATE,2005,9,8,1800,,HU,31.4,-62.7,75,982,120,120,60,60,40,40,40,40,20,20,20,20
AL152005,NATE,2005,9,9,0,,HU,32.6,-61.1,80,979,200,180,90,120,75,75,30,75,25,25,20,20
AL152005,NATE,2005,9,9,600,,HU,33.4,-59.1,70,985,240,180,90,120,120,90,30,75,60,50,20,50
AL152005,NATE,2005,9,9,1200,,HU,34,-55.8,65,986,150,210,180,120,90,120,90,45,0,45,0,0
AL152005,NATE,2005,9,9,1800,,TS,34.5,-53.4,55,991,150,210,180,120,90,120,90,45,0,0,0,0
AL152005,NATE,2005,9,10,0,,TS,34.7,-50.8,55,997,150,180,150,120,90,120,90,45,0,0,0,0
AL152005,NATE,2005,9,10,600,,TS,34.6,-49,45,997,150,180,150,120,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,10,1200,,TS,34.5,-45.9,45,997,75,175,175,125,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,10,1800,,EX,34.9,-44.1,45,997,75,175,150,75,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,11,0,,EX,35.2,-42.1,40,999,100,175,125,40,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,11,600,,EX,36,-40.6,40,1000,150,200,85,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,11,1200,,EX,37.4,-38.3,40,1001,250,250,0,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,11,1800,,EX,39.2,-35.6,40,1001,300,300,0,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,12,0,,EX,41.6,-33.3,40,1002,350,350,0,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,12,600,,EX,43.5,-32,35,1002,350,400,0,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,12,1200,,EX,44,-28.1,35,1003,350,400,0,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005,9,12,1800,,EX,46,-25,35,1003,350,400,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,6,600,,TD,25.8,-78.6,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,6,1200,,TD,26.3,-78.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,6,1600,L,TD,26.6,-78.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,6,1800,,TD,26.8,-78.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,7,0,,TD,27.4,-78.5,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,7,600,,TS,27.9,-78.8,35,1003,60,0,0,60,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,7,1200,,TS,28.7,-79.2,40,1000,60,0,0,60,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,7,1800,,TS,28.8,-79.3,45,997,60,30,30,45,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,8,0,,TS,28.8,-79.3,45,994,60,30,30,45,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,8,600,,TS,28.7,-79.6,50,994,60,40,40,60,20,20,20,20,0,0,0,0
AL162005,OPHELIA,2005,9,8,1200,,TS,28.6,-79.6,55,988,60,40,40,60,20,20,20,20,0,0,0,0
AL162005,OPHELIA,2005,9,8,1800,,TS,28.6,-79.5,60,988,70,70,70,70,25,30,30,25,0,0,0,0
AL162005,OPHELIA,2005,9,9,0,,HU,28.6,-79.3,65,990,60,60,60,60,30,30,25,25,20,20,0,0
AL162005,OPHELIA,2005,9,9,600,,TS,28.9,-79.3,55,990,60,60,60,50,25,25,25,25,0,0,0,0
AL162005,OPHELIA,2005,9,9,1200,,TS,29.3,-79.1,55,983,60,60,60,60,25,25,25,25,0,0,0,0
AL162005,OPHELIA,2005,9,9,1800,,HU,29.8,-78.5,65,983,65,65,65,75,30,35,35,30,0,25,25,0
AL162005,OPHELIA,2005,9,10,0,,TS,30.2,-77.5,60,983,65,75,65,75,35,35,35,35,0,0,0,0
AL162005,OPHELIA,2005,9,10,600,,TS,30.9,-76.9,60,984,90,90,65,90,50,50,35,35,0,0,0,0
AL162005,OPHELIA,2005,9,10,1200,,HU,31.5,-76.6,65,976,105,105,75,120,50,50,35,35,0,25,0,0
AL162005,OPHELIA,2005,9,10,1800,,HU,31.7,-76.2,70,977,120,120,90,120,50,50,35,50,25,25,0,0
AL162005,OPHELIA,2005,9,11,0,,HU,31.8,-75.9,70,977,130,120,90,120,50,50,50,50,25,25,30,30
AL162005,OPHELIA,2005,9,11,600,,HU,31.7,-75.9,75,978,130,130,90,130,50,50,50,50,25,25,30,30
AL162005,OPHELIA,2005,9,11,1200,,HU,31.6,-75.7,70,978,130,130,100,130,50,50,50,50,25,30,30,25
AL162005,OPHELIA,2005,9,11,1800,,HU,31.4,-75.9,65,978,130,140,100,140,50,70,45,70,25,25,15,25
AL162005,OPHELIA,2005,9,12,0,,TS,31.2,-76.2,60,980,130,140,110,140,50,70,50,70,0,0,0,0
AL162005,OPHELIA,2005,9,12,600,,TS,31.2,-76.6,60,985,130,140,110,140,50,70,50,70,0,0,0,0
AL162005,OPHELIA,2005,9,12,1200,,TS,31.5,-76.9,55,988,130,140,100,130,60,70,0,70,0,0,0,0
AL162005,OPHELIA,2005,9,12,1800,,TS,31.7,-77.3,60,989,140,140,100,120,70,70,0,70,0,0,0,0
AL162005,OPHELIA,2005,9,13,0,,TS,31.8,-77.7,60,989,140,120,120,120,70,70,70,70,0,0,0,0
AL162005,OPHELIA,2005,9,13,600,,TS,31.9,-77.9,60,990,140,120,120,120,70,70,70,70,0,0,0,0
AL162005,OPHELIA,2005,9,13,1200,,TS,32.1,-78,60,989,140,120,100,100,70,60,60,60,0,0,0,0
AL162005,OPHELIA,2005,9,13,1800,,TS,32.3,-78.1,60,988,140,120,100,100,70,60,50,50,0,0,0,0
AL162005,OPHELIA,2005,9,14,0,,HU,32.6,-78.1,65,985,120,120,100,100,60,60,60,60,30,30,45,45
AL162005,OPHELIA,2005,9,14,600,,HU,32.9,-78,70,980,120,120,100,70,60,75,60,45,30,45,45,30
AL162005,OPHELIA,2005,9,14,1200,,HU,33.4,-77.7,75,980,120,120,100,70,60,75,60,45,30,45,45,30
AL162005,OPHELIA,2005,9,14,1800,,HU,33.9,-77.5,75,979,120,120,100,70,60,75,60,50,30,45,30,30
AL162005,OPHELIA,2005,9,15,0,,HU,34.2,-76.9,75,979,120,120,100,50,75,75,60,35,35,35,30,25
AL162005,OPHELIA,2005,9,15,600,,HU,34.5,-76.3,70,982,120,120,100,50,75,75,60,35,35,35,30,25
AL162005,OPHELIA,2005,9,15,1200,,HU,34.7,-75.8,65,984,120,120,100,50,75,75,60,35,35,35,30,25
AL162005,OPHELIA,2005,9,15,1800,,HU,34.7,-75.6,65,986,120,120,100,50,60,60,50,35,35,35,0,0
AL162005,OPHELIA,2005,9,16,0,,TS,34.6,-75.1,60,987,100,120,100,50,50,60,50,35,0,0,0,0
AL162005,OPHELIA,2005,9,16,600,,TS,34.7,-74.8,55,993,100,100,75,60,50,60,45,30,0,0,0,0
AL162005,OPHELIA,2005,9,16,1200,,TS,35.4,-74.4,50,995,100,100,75,60,50,60,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,16,1800,,TS,36.4,-73.6,55,993,100,100,75,60,50,60,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,17,0,,TS,37.3,-72.7,55,995,100,125,90,50,60,75,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,17,600,,TS,38.7,-71.4,50,1000,120,150,90,50,75,90,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,17,1200,,TS,40,-69.7,50,997,120,150,90,50,75,90,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,17,1800,,TS,41.6,-67.3,50,995,120,150,90,50,75,90,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,18,0,,EX,43.2,-64.9,45,996,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,18,600,,EX,44.8,-62.6,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,18,1200,,EX,46.2,-59.9,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,18,1800,,EX,47.4,-56.2,45,999,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,19,0,,EX,48.4,-52.3,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,19,600,,EX,49,-48.8,45,1001,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,19,1200,,EX,49.5,-45.7,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,19,1800,,EX,50,-42.1,45,999,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,20,0,,EX,50.9,-38.5,45,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,20,600,,EX,51.5,-34.7,40,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,20,1200,,EX,52.2,-30.5,40,1003,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,20,1800,,EX,52.8,-26.5,40,1001,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,21,0,,EX,53.8,-22,40,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,21,600,,EX,55.3,-17.7,35,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,21,1200,,EX,57.6,-14.6,35,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,21,1800,,EX,59.8,-11.9,35,996,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,22,0,,EX,61.7,-8.4,35,993,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,22,600,,EX,63.6,-4.5,35,993,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,22,1200,,EX,65.6,-1,35,994,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,22,1800,,EX,67.5,1.9,30,995,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005,9,23,0,,EX,68.8,6.6,30,997,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,17,1200,,TD,13.3,-54.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,17,1800,,TS,13.5,-54.9,35,1007,0,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,18,0,,TS,13.9,-55.1,40,1003,15,75,20,15,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,18,600,,TS,14.4,-55.3,45,1000,20,70,20,20,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,18,1200,,TS,14.9,-55.5,50,996,40,60,20,30,20,20,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,18,1800,,TS,15.6,-55.7,55,993,70,60,30,50,20,20,0,20,0,0,0,0
AL172005,PHILIPPE,2005,9,19,0,,HU,16.2,-55.8,65,987,70,60,30,50,25,25,20,25,15,15,0,0
AL172005,PHILIPPE,2005,9,19,600,,HU,16.7,-55.9,65,987,70,60,30,30,25,25,20,20,15,15,0,0
AL172005,PHILIPPE,2005,9,19,1200,,HU,17.2,-56.2,65,987,70,70,30,30,25,25,20,20,15,15,0,0
AL172005,PHILIPPE,2005,9,19,1800,,HU,17.5,-56.4,65,987,75,75,30,30,30,30,20,20,15,15,0,0
AL172005,PHILIPPE,2005,9,20,0,,HU,17.7,-56.6,70,985,75,75,30,30,30,30,20,20,15,15,0,0
AL172005,PHILIPPE,2005,9,20,600,,HU,17.9,-56.8,65,987,90,90,20,50,30,30,0,20,15,15,0,0
AL172005,PHILIPPE,2005,9,20,1200,,TS,18.1,-57,60,990,90,90,20,50,30,30,0,20,0,0,0,0
AL172005,PHILIPPE,2005,9,20,1800,,TS,18.5,-57.2,55,992,90,75,30,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,21,0,,TS,18.9,-57.2,55,994,90,75,30,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,21,600,,TS,19.4,-57.1,50,997,120,120,0,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,21,1200,,TS,19.9,-57,45,1000,120,120,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,21,1800,,TS,20.8,-56.9,40,1001,100,100,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,22,0,,TS,22.4,-56.7,35,1002,90,90,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,22,600,,TS,23.8,-56.8,35,1003,75,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,22,1200,,TS,25.2,-57.2,35,1003,75,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,22,1800,,TS,26.7,-57.6,35,1003,75,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,23,0,,TS,28.3,-58.2,35,1003,75,0,0,75,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,23,600,,TS,30.2,-60.1,35,1003,60,0,0,60,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,23,1200,,TD,30.5,-62.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,23,1800,,LO,30.2,-63.7,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,24,0,,LO,29.2,-63.8,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005,9,24,600,,LO,28.6,-62.8,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,18,0,,TD,21.3,-69.9,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,18,600,,TD,21.6,-70.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,18,1200,,TD,21.9,-71.5,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,18,1800,,TS,22.2,-72.3,35,1005,75,75,0,60,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,19,0,,TS,22.4,-73,45,1002,90,60,0,90,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,19,600,,TS,22.6,-73.8,50,999,100,50,0,90,40,0,0,40,0,0,0,0
AL182005,RITA,2005,9,19,1200,,TS,22.8,-74.7,55,997,120,50,50,90,40,0,0,40,0,0,0,0
AL182005,RITA,2005,9,19,1800,,TS,23.1,-75.9,60,994,110,60,60,90,40,30,20,40,0,0,0,0
AL182005,RITA,2005,9,20,0,,TS,23.3,-77.2,60,992,105,60,60,105,45,30,20,45,0,0,0,0
AL182005,RITA,2005,9,20,600,,TS,23.5,-78.8,60,990,105,60,60,105,45,45,20,45,0,0,0,0
AL182005,RITA,2005,9,20,1200,,HU,23.7,-80.3,70,985,110,75,60,105,45,45,20,45,25,25,0,0
AL182005,RITA,2005,9,20,1800,,HU,23.9,-81.6,85,975,120,100,60,105,60,45,40,45,40,25,20,40
AL182005,RITA,2005,9,21,0,,HU,24.1,-82.7,95,967,120,100,60,105,60,45,40,45,40,25,20,40
AL182005,RITA,2005,9,21,600,,HU,24.2,-84,110,955,120,100,60,105,60,45,40,60,40,30,25,40
AL182005,RITA,2005,9,21,1200,,HU,24.2,-85.2,120,941,135,115,80,125,75,50,40,60,50,40,30,40
AL182005,RITA,2005,9,21,1800,,HU,24.3,-86.2,145,920,150,125,100,150,90,60,50,75,60,50,40,50
AL182005,RITA,2005,9,22,0,,HU,24.5,-86.9,150,897,160,140,100,160,90,80,60,90,60,60,40,50
AL182005,RITA,2005,9,22,300,I,HU,24.7,-87.3,155,895,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL182005,RITA,2005,9,22,600,,HU,24.8,-87.6,155,897,160,140,100,160,100,80,60,90,60,60,40,50
AL182005,RITA,2005,9,22,1200,,HU,25.2,-88.3,140,908,160,140,100,160,100,80,60,90,75,75,40,75
AL182005,RITA,2005,9,22,1800,,HU,25.6,-89.1,125,913,180,140,100,140,120,90,50,80,70,60,40,50
AL182005,RITA,2005,9,23,0,,HU,26,-89.9,120,915,180,150,100,140,120,100,50,80,70,60,40,50
AL182005,RITA,2005,9,23,600,,HU,26.5,-90.7,115,924,180,150,120,140,120,100,80,100,75,60,40,50
AL182005,RITA,2005,9,23,1200,,HU,27.1,-91.5,115,927,180,150,120,160,120,100,80,120,75,60,40,60
AL182005,RITA,2005,9,23,1800,,HU,27.8,-92.3,110,930,180,150,120,160,120,100,80,120,75,60,40,60
AL182005,RITA,2005,9,24,0,,HU,28.6,-93,105,931,180,160,120,120,120,100,80,90,75,60,40,60
AL182005,RITA,2005,9,24,600,,HU,29.4,-93.6,100,935,180,160,120,120,120,100,80,90,75,60,40,60
AL182005,RITA,2005,9,24,740,L,HU,29.7,-93.7,100,937,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL182005,RITA,2005,9,24,1200,,HU,30.5,-94.1,65,949,60,160,120,50,45,45,45,45,30,30,30,30
AL182005,RITA,2005,9,24,1800,,TS,31.6,-94.1,45,974,50,120,120,50,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,25,0,,TS,32.7,-94,35,982,50,50,30,50,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,25,600,,TD,33.7,-93.6,30,989,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,25,1200,,TD,34.7,-92.5,25,995,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,25,1800,,TD,35.8,-91.4,25,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,26,0,,TD,37,-90.1,20,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005,9,26,600,,LO,39.5,-88,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,9,30,1200,,TD,11.8,-32.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,9,30,1800,,TD,12.2,-33,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,10,1,0,,TD,12.7,-33.3,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,10,1,600,,TD,13.3,-33.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,10,1,1200,,TD,13.8,-33.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,10,1,1800,,TD,14.4,-33.9,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,10,2,0,,TD,15,-33.8,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,10,2,600,,TD,15.7,-34.3,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005,10,2,1200,,TD,16.6,-35.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,1,1200,,TD,18.9,-85.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,1,1800,,TD,19.1,-86.2,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,2,0,,TD,19.3,-86.7,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,2,600,,TS,19.5,-87.2,40,1003,60,90,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,2,1000,L,TS,19.6,-87.5,35,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL202005,STAN,2005,10,2,1200,,TS,19.8,-87.9,35,1003,105,105,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,2,1800,,TS,20.3,-88.8,35,1004,105,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,3,0,,TD,20.5,-89.8,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,3,600,,TS,20.5,-91,35,1003,100,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,3,1200,,TS,20.3,-91.7,40,1000,100,45,0,30,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,3,1800,,TS,20.1,-92.2,50,997,75,45,0,75,30,30,0,0,0,0,0,0
AL202005,STAN,2005,10,4,0,,TS,19.8,-93.2,55,990,75,45,0,75,30,30,0,0,0,0,0,0
AL202005,STAN,2005,10,4,600,,HU,19.2,-94.1,65,987,90,75,75,75,45,30,30,30,15,0,15,15
AL202005,STAN,2005,10,4,1200,L,HU,18.6,-94.9,70,977,90,75,75,75,45,30,30,30,15,15,15,15
AL202005,STAN,2005,10,4,1800,,TS,17.9,-95.6,45,988,45,45,45,45,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,5,0,,TD,17.2,-96.4,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005,10,5,600,,TD,16.9,-97,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005,10,4,0,,LO,33.8,-31.8,30,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005,10,4,600,,SD,34.8,-30.2,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005,10,4,1200,,SS,35.9,-28.5,35,1004,75,75,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005,10,4,1800,,SS,37.1,-26.7,45,997,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005,10,5,0,,SS,38.8,-25,45,997,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005,10,5,600,,EX,41,-23.3,40,1000,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005,10,5,1200,,EX,43.6,-23,40,1002,90,90,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005,10,5,600,,TS,27.3,-79.7,35,1006,140,100,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005,10,5,1200,,TS,28.3,-80.2,40,1004,180,150,0,100,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005,10,5,1800,,TS,29.5,-80.9,45,1001,230,190,0,75,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005,10,5,2300,L,TS,30.4,-81.4,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL222005,TAMMY,2005,10,6,0,,TS,30.5,-81.6,45,1002,230,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005,10,6,600,,TS,31.3,-82.8,35,1005,230,0,0,0,0,0,0,0,0,0,0,0
