HURID,NAME,YEAR,MONTH,DAY,HOURS,RECID,StatusOfSys,LAT,LOG,MaxWind,MinPress,34KTWindNE,34KTWindSE,34KTWindSW,34KTWindNW,50KTWindNE,50KTWindSE,50KTWindSW,50KTWindNW,64KTWindNE,64KTWindSE,64KTWindSW,64KTWindNW
EP012005,ADRIAN,2005,5,17,1800,,TD,9.8,-95.2,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,18,0,,TS,10.1,-94.9,35,1004,40,40,40,40,0,0,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,18,600,,TS,10.5,-94.4,40,1003,40,40,40,40,0,0,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,18,1200,,TS,10.7,-93.6,45,1000,40,40,40,40,0,0,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,18,1800,,TS,10.8,-92.9,50,997,50,50,40,40,20,20,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,19,0,,TS,11,-92.3,50,997,50,50,30,30,20,20,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,19,600,,TS,11.5,-91.8,50,997,50,50,30,30,20,20,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,19,1200,,TS,12.1,-91.2,60,990,60,60,30,30,30,20,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,19,1700,I,HU,12.5,-90.7,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP012005,ADRIAN,2005,5,19,1800,,HU,12.5,-90.6,70,983,60,60,60,30,30,20,20,20,15,10,10,10
EP012005,ADRIAN,2005,5,20,0,,TS,12.6,-89.9,60,990,60,60,60,30,20,20,20,20,0,0,0,0
EP012005,ADRIAN,2005,5,20,600,,TS,12.7,-89.2,50,997,50,50,50,30,20,20,20,0,0,0,0,0
EP012005,ADRIAN,2005,5,20,1200,,TS,12.7,-88.5,35,1003,30,40,40,20,0,0,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,20,1800,,TD,13,-87.9,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,20,2100,L,TD,13.3,-87.6,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP012005,ADRIAN,2005,5,21,0,,TD,13.4,-87.4,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,21,1800,,TD,13.6,-101.7,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,22,0,,TD,13.9,-102.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,22,600,,TD,14.3,-103.8,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,22,1200,,TS,14.8,-104.9,35,1003,125,30,30,125,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,22,1800,,TS,15.2,-106,40,1002,125,30,30,125,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,23,0,,TS,15.7,-107.1,45,1000,125,40,30,125,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,23,600,,TS,16.3,-108.3,45,1000,125,40,40,125,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,23,1200,,TS,16.7,-109.4,40,1002,125,40,40,125,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,23,1800,,TS,16.9,-110.4,35,1004,100,40,40,100,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,24,0,,TD,17.1,-111.3,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,24,600,,LO,17.4,-112.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,24,1200,,LO,17.8,-112.9,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,24,1800,,LO,18.2,-113.6,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,25,0,,LO,18.7,-114.3,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,25,600,,LO,18.7,-114.5,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,25,1200,,LO,18.6,-114.7,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,25,1800,,LO,18.4,-114.7,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,26,0,,LO,18.2,-114.7,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP022005,BEATRIZ,2005,6,26,600,,LO,18,-114.5,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,26,600,,TD,12.7,-97.2,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,26,1200,,TD,13,-97.7,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,26,1800,,TS,13.5,-97.9,35,1003,60,0,0,60,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,27,0,,TS,14,-98,35,1003,60,0,0,60,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,27,600,,TS,14.4,-98.4,40,1001,60,0,0,60,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,27,1200,,TS,14.7,-99.4,45,1000,60,25,25,60,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,27,1800,,TS,15.1,-100.2,45,1000,60,30,30,60,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,28,0,,TS,15.5,-101.1,40,1002,40,30,30,40,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,28,600,,TS,15.8,-102.3,35,1004,30,30,30,40,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,28,1200,,TD,15.9,-103.6,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,28,1800,,TD,15.5,-104.4,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,29,0,,TD,15.1,-105.1,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,29,600,,LO,14.7,-105.4,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,29,1200,,LO,14.5,-105.9,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,29,1800,,LO,14.5,-106.7,20,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,30,0,,LO,14.7,-107.5,25,1003,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,30,600,,LO,14.8,-108,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,30,1200,,LO,15,-108.3,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,6,30,1800,,LO,15.4,-108.7,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,1,0,,LO,15.9,-109.3,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,1,600,,LO,17,-110,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,1,1200,,LO,18,-110.9,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,1,1800,,LO,18.7,-112.2,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,2,0,,LO,19.3,-113.5,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,2,600,,LO,20.2,-114.5,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,2,1200,,LO,21,-115.6,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,2,1800,,LO,21.2,-117.1,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,3,0,,LO,21.2,-118.7,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,3,600,,LO,21.1,-120.3,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP032005,CALVIN,2005,7,3,1200,,LO,21,-122,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,4,0,,TD,14.9,-99.2,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,4,600,,TS,15.5,-99.3,35,1005,25,25,25,25,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,4,1200,,TS,16.1,-99.7,40,1002,30,30,30,30,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,4,1800,,TS,16.7,-100.4,40,1003,30,30,30,25,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,5,0,,TS,17.2,-101.4,35,1005,25,30,30,25,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,5,600,,TS,17.7,-102.6,35,1006,25,30,30,25,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,5,1200,,TS,18.1,-103.8,35,1007,25,30,30,25,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,5,1800,,TD,18.4,-104.8,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,6,0,,TD,18.5,-105.8,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,6,600,,TD,18.5,-106.9,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,6,1200,,LO,18.6,-107.4,20,1011,0,0,0,0,0,0,0,0,0,0,0,0
EP042005,DORA,2005,7,6,1800,,LO,18.9,-107.6,15,1011,0,0,0,0,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,18,600,,TD,14.8,-103.7,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,18,1200,,TS,15.2,-104.3,35,1000,40,40,15,20,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,18,1800,,TS,15.9,-105,35,1000,60,60,20,40,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,19,0,,TS,16.8,-105.8,40,998,60,60,20,40,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,19,600,,TS,17.7,-106.8,45,997,60,90,40,40,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,19,1200,,TS,18.6,-107.7,50,994,90,90,40,75,40,60,0,0,0,0,0,0
EP052005,EUGENE,2005,7,19,1800,,TS,19.5,-108.7,60,989,90,90,50,75,50,60,25,40,0,0,0,0
EP052005,EUGENE,2005,7,20,0,,TS,20.2,-109.6,50,994,90,70,50,70,50,40,25,40,0,0,0,0
EP052005,EUGENE,2005,7,20,600,,TS,20.9,-110.3,40,998,60,50,70,50,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,20,1200,,TD,21.5,-110.9,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,20,1800,,TD,22,-111.5,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,21,0,,LO,22.5,-112.1,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,21,600,,LO,23,-112.7,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,21,1200,,LO,23.5,-113.3,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP052005,EUGENE,2005,7,21,1800,,LO,23.9,-113.8,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,2,1800,,DB,14.3,-135.9,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,3,0,,DB,14.4,-137.4,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,3,600,,DB,14.5,-138.5,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,3,1200,,DB,14.7,-139.5,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,3,1800,,TD,15,-140.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,4,0,,TD,15.2,-141.1,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,4,600,,TD,15.2,-141.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,4,1200,,TD,15.1,-142.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,4,1800,,TD,14.9,-143.8,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
CP012005,ONE,2005,8,5,0,,TD,14.7,-145,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,9,1200,,TD,14,-113.8,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,9,1800,,TD,14.3,-114.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,10,0,,TS,14.8,-115.8,35,1005,40,40,30,40,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,10,600,,TS,15.1,-116.9,45,1000,40,40,30,40,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,10,1200,,TS,15.4,-118,55,994,50,40,40,50,25,15,15,25,0,0,0,0
EP062005,FERNANDA,2005,8,10,1800,,TS,15.6,-118.6,55,994,60,50,50,60,30,20,20,30,0,0,0,0
EP062005,FERNANDA,2005,8,11,0,,TS,16.1,-119.6,55,994,60,50,50,60,30,20,20,30,0,0,0,0
EP062005,FERNANDA,2005,8,11,600,,HU,16.3,-120.2,65,989,60,50,50,60,30,20,20,30,15,10,10,15
EP062005,FERNANDA,2005,8,11,1200,,HU,16.7,-120.8,65,989,60,50,50,60,30,20,20,30,15,10,10,15
EP062005,FERNANDA,2005,8,11,1800,,HU,17.1,-121.6,65,986,100,100,75,100,60,60,50,60,40,40,40,40
EP062005,FERNANDA,2005,8,12,0,,HU,17.6,-122.2,70,982,100,100,75,100,60,60,50,60,40,40,40,40
EP062005,FERNANDA,2005,8,12,600,,HU,17.9,-122.6,75,979,100,100,75,100,60,60,50,60,40,40,40,40
EP062005,FERNANDA,2005,8,12,1200,,HU,18.3,-123.5,75,978,100,100,75,100,60,60,50,60,40,40,40,40
EP062005,FERNANDA,2005,8,12,1800,,HU,18.6,-124.3,75,979,100,100,75,100,60,60,50,60,40,40,40,40
EP062005,FERNANDA,2005,8,13,0,,HU,18.8,-125.1,75,979,100,100,75,100,60,60,50,60,40,40,40,40
EP062005,FERNANDA,2005,8,13,600,,HU,19.1,-126,75,979,100,100,75,100,60,60,50,60,40,40,40,40
EP062005,FERNANDA,2005,8,13,1200,,HU,19.2,-126.7,75,979,100,100,75,100,60,50,50,60,30,30,30,30
EP062005,FERNANDA,2005,8,13,1800,,HU,19.2,-127.5,65,983,100,75,75,90,55,40,40,55,30,20,20,30
EP062005,FERNANDA,2005,8,14,0,,HU,19.2,-128.3,65,987,75,60,60,70,35,35,35,35,20,20,20,20
EP062005,FERNANDA,2005,8,14,600,,TS,19,-129,60,990,75,60,60,75,35,35,35,35,0,0,0,0
EP062005,FERNANDA,2005,8,14,1200,,TS,18.7,-129.6,60,990,75,60,60,75,35,35,35,35,0,0,0,0
EP062005,FERNANDA,2005,8,14,1800,,TS,18.3,-130.3,60,990,60,60,60,75,30,30,30,30,0,0,0,0
EP062005,FERNANDA,2005,8,15,0,,TS,17.9,-131,60,990,60,60,60,75,30,30,30,30,0,0,0,0
EP062005,FERNANDA,2005,8,15,600,,TS,17.6,-131.8,50,994,70,40,40,80,30,20,20,30,0,0,0,0
EP062005,FERNANDA,2005,8,15,1200,,TS,17.3,-132.6,40,1002,60,40,30,60,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,15,1800,,TD,17.1,-133.7,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,16,0,,TD,17.2,-134.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,16,600,,LO,17.1,-135.8,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,16,1200,,LO,17,-137,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,16,1800,,LO,16.8,-138,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,17,0,,LO,16.6,-139,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,17,600,,LO,16.5,-140,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP062005,FERNANDA,2005,8,17,1200,,LO,16.4,-141,20,1011,0,0,0,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,11,600,,TD,12.9,-109,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,11,1200,,TS,13.3,-109.9,35,1004,60,60,60,60,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,11,1800,,TS,13.5,-110.4,40,1002,60,60,60,60,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,12,0,,TS,13.6,-111.5,45,1000,60,60,60,60,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,12,600,,TS,13.6,-112.3,45,1000,60,60,60,60,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,12,1200,,TS,14,-112.9,40,1000,60,60,60,60,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,12,1800,,TS,14.4,-113.3,40,1000,60,60,60,60,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,13,0,,TS,14.7,-113.5,35,1003,30,60,60,30,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,13,600,,TS,15,-114,35,1003,0,70,70,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,13,1200,,TS,15.3,-114.2,35,1003,0,70,70,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,13,1800,,TS,15.5,-114.8,35,1003,30,70,70,30,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,14,0,,TS,15.5,-115.4,40,1002,30,70,70,30,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,14,600,,TS,15.3,-115.7,40,1002,0,50,70,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,14,1200,,TS,14.7,-115.8,35,1002,0,50,70,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,14,1800,,TD,14.3,-115.6,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,15,0,,TD,14.4,-115.4,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,15,600,,TD,14.5,-115.7,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,15,1200,,TD,14.1,-116.2,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP072005,GREG,2005,8,15,1800,,TD,13.9,-116.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,19,1800,,TD,13.3,-96.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,20,0,,TD,13.5,-98.2,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,20,600,,TS,13.6,-99.8,40,1002,40,30,30,40,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,20,1200,,TS,13.8,-101.3,50,997,60,40,40,60,20,10,10,20,0,0,0,0
EP082005,HILARY,2005,8,20,1800,,TS,14,-102.5,55,994,80,40,40,80,30,20,20,30,0,0,0,0
EP082005,HILARY,2005,8,21,0,,HU,14.3,-103.7,65,987,90,50,50,90,40,25,25,40,20,0,0,20
EP082005,HILARY,2005,8,21,600,,HU,14.9,-104.7,70,983,150,50,50,100,40,25,25,40,20,0,0,20
EP082005,HILARY,2005,8,21,1200,,HU,15.7,-105.6,70,981,175,75,50,120,50,40,25,40,20,20,0,20
EP082005,HILARY,2005,8,21,1800,,HU,16.5,-107.1,75,979,240,120,100,150,75,60,40,60,20,20,10,20
EP082005,HILARY,2005,8,22,0,,HU,17.2,-108.5,90,972,240,175,100,175,75,60,40,60,25,25,15,25
EP082005,HILARY,2005,8,22,600,,HU,17.8,-110,90,970,275,200,150,175,75,60,40,60,25,25,15,25
EP082005,HILARY,2005,8,22,1200,,HU,18.3,-111.5,90,972,300,250,175,175,75,60,40,60,25,25,15,25
EP082005,HILARY,2005,8,22,1800,,HU,18.6,-112.3,85,974,250,250,175,175,75,60,40,60,25,25,15,25
EP082005,HILARY,2005,8,23,0,,HU,18.9,-113.2,80,976,250,200,175,150,75,60,40,60,25,25,15,25
EP082005,HILARY,2005,8,23,600,,HU,19.2,-114.1,75,981,150,175,175,150,75,60,40,60,25,25,15,25
EP082005,HILARY,2005,8,23,1200,,HU,19.6,-114.9,70,983,100,150,150,150,50,50,40,50,20,20,15,20
EP082005,HILARY,2005,8,23,1800,,HU,20,-115.6,70,985,100,150,150,125,30,50,40,25,20,20,15,20
EP082005,HILARY,2005,8,24,0,,HU,20.4,-116.1,65,986,100,125,125,75,30,50,40,25,20,20,10,0
EP082005,HILARY,2005,8,24,600,,HU,20.9,-116.7,65,987,100,120,120,70,30,50,40,25,20,20,10,0
EP082005,HILARY,2005,8,24,1200,,HU,21.4,-117.2,65,990,80,105,105,70,30,50,35,30,20,20,10,0
EP082005,HILARY,2005,8,24,1800,,TS,22,-117.7,55,994,60,90,90,60,30,50,30,30,0,0,0,0
EP082005,HILARY,2005,8,25,0,,TS,22.7,-118.4,45,998,60,90,60,60,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,25,600,,TS,23.3,-119.1,40,1000,60,90,60,60,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,25,1200,,TS,23.9,-119.9,35,1002,60,90,60,60,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,25,1800,,TD,24.3,-120.7,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,26,0,,LO,24.7,-121.6,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,26,600,,LO,25,-122.6,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,26,1200,,LO,25.3,-123.6,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,26,1800,,LO,25.6,-124.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,27,0,,LO,25.7,-125.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,27,600,,LO,25.7,-126.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,27,1200,,LO,25.6,-127.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,27,1800,,LO,25.5,-128.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP082005,HILARY,2005,8,28,0,,LO,25.5,-129.4,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,25,1200,,TD,16.9,-104.7,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,25,1800,,TD,17,-105.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,26,0,,TS,17.2,-106.8,35,1004,40,40,60,40,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,26,600,,TS,17.5,-107.7,40,1002,40,40,60,40,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,26,1200,,TS,17.7,-108.7,45,1000,40,60,60,40,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,26,1800,,TS,17.5,-109.6,45,1000,40,60,60,40,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,27,0,,TS,17.4,-110.5,40,1001,40,60,60,40,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,27,600,,TS,17.4,-111.3,40,1002,40,40,60,50,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,27,1200,,TS,17.4,-112.2,35,1003,40,0,0,50,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,27,1800,,TS,17.3,-113.1,35,1004,40,0,0,50,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,28,0,,TD,17.1,-114,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,28,600,,TD,17,-114.6,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,28,1200,,TD,16.9,-115.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,28,1800,,LO,16.9,-115.9,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,29,0,,LO,17,-116.5,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,29,600,,LO,17,-117,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,29,1200,,LO,17,-117.4,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,29,1800,,LO,17,-117.7,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,30,0,,LO,17,-118.1,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,30,600,,LO,17,-118.6,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,30,1200,,LO,17.1,-119.2,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,30,1800,,LO,17.1,-119.7,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,31,0,,LO,17.1,-120.1,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,31,600,,LO,17,-120.6,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,31,1200,,LO,17,-121.1,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,8,31,1800,,LO,16.9,-121.6,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,1,0,,LO,16.8,-122.1,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,1,600,,LO,16.3,-122.5,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,1,1200,,LO,15.8,-123.1,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,1,1800,,LO,15.4,-123.6,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,2,0,,LO,14.8,-123.9,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,2,600,,LO,14.4,-124.5,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,2,1200,,LO,13.9,-125.3,15,1011,0,0,0,0,0,0,0,0,0,0,0,0
EP092005,IRWIN,2005,9,2,1800,,LO,13.4,-126.2,15,1011,0,0,0,0,0,0,0,0,0,0,0,0
EP102005,JOVA,2005,9,12,0,,TD,14.8,-114.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
EP102005,JOVA,2005,9,12,600,,TD,14.8,-115.6,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
